0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199441;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178195;0.096818;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291857;0.0321186;0.0309918;0.0301902;0.029556;0.0289962;0.0283964;0.0276218;0.028704;0.0292836;0.0295103;0.0294906;0.0293215;0.0290984;0.0289229;0.0289134;0.02817;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242658;0.0245588;0.048882;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.0295561;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.0968181;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.0295561;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293216;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.096818;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276218;0.028704;0.0292836;0.0295103;0.0294906;0.0293215;0.0290984;0.0289229;0.0289134;0.02817;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242658;0.0245588;0.0488821;0.0657126;
0.0245102;0.0234138;0.0216145;0.0199442;0.0183086;0.0166249;0.0161909;0.0169365;0.017462;0.0178196;0.096818;0.0185204;0.0205776;0.0222257;0.0242267;0.0265546;0.0291858;0.0321186;0.0309919;0.0301902;0.029556;0.0289962;0.0283964;0.0276219;0.028704;0.0292836;0.0295103;0.0294906;0.0293215;0.0290984;0.028923;0.0289134;0.0281701;0.0274416;0.0266772;0.0258422;0.024908;0.0238423;0.0242659;0.0245588;0.0488821;0.0657126;
